x, y, z, colors, sizes 
0.545210102143575,0.5744983561045871,0.5886184726152512,0.7946340948770305,0.17714733463777266
0.8933341114098576,0.3099432779744399,0.7546964242412244,0.09298820553027232,0.12459158629248612
0.7516270977949575,0.34104142167289975,0.68075530815134,0.4800653581592135,0.8684231584003789
0.6121727995164178,0.674808196991747,0.6434519997934107,0.2349684424314442,0.4082469951806632
0.717166328661936,0.9342526780251316,0.5299964987229487,0.7578112827965742,0.1462854726253302
0.32236980403978366,0.6287377570927313,0.43742268163726394,0.9556253946134068,0.7743115089246404
0.3098382212161527,0.6950443486790148,0.43301562457645126,0.47218451760055147,0.3538955291935345
0.9897439522953899,0.39956930045152883,0.12704741490050675,0.5253406735906061,0.2879020258323963
0.9751440831066457,0.5247941972283221,0.8905069018160565,0.18896842904187694,0.8467629331786116
0.8370427213754214,0.3810435164150904,0.02095807308279174,0.1877291726328556,0.18498373932578926
0.7759366651838077,0.9654847546853393,0.6041099951330279,0.06623899387547905,0.2514670614520642
0.8712820553535319,0.37691050074549637,0.31916319257990833,0.38382974255140323,0.6496334877261835
0.6385768824114849,0.20033059937245268,0.9298079185831161,0.028354290659284853,0.6403059149957708
0.014890472443959468,0.3879459104974594,0.2218933680491848,0.5238120256004073,0.33583905239236267
0.7650699804267957,0.65810223562863,0.6222349648844208,0.4311632271747634,0.7820721966359797
0.12249298464182701,0.41428248076557095,0.04141395985441865,0.6173543468482219,0.1942694591667684
0.07871353521250635,0.3765624453838159,0.949330313644455,0.7288228059094972,0.44033678468810544
0.8323438045591159,0.7120846756418162,0.522199280373736,0.38008525415815897,0.11617215239723844
0.6136224670731516,0.31468510192905075,0.052227039632248395,0.7894961154531386,0.9481104184577988
0.8683373025189829,0.796593091893749,0.7279507329018328,0.6523512233491675,0.4988483089246125
0.9385764088023949,0.2149606041888189,0.4385755775953941,0.25272144099204263,0.8907401856840139
0.661846206708626,0.23018098517704566,0.7538636717703935,0.8379439373704587,0.15346134035122494
0.36059236931830496,0.1437205853872736,0.8947611001490064,0.5091345395711756,0.4889811471445802
0.19587417364604442,0.16368019263639833,0.7746602901149688,0.9579197097182596,0.958606006228872
0.3488924359093648,0.31956510881642197,0.5031516088004695,0.6610058296502522,0.8127929823129172
0.29605810533547405,0.8368320875491879,0.5659851495022674,0.23651940291812446,0.5682657943644405
0.023809650294552953,0.3178714912737981,0.21896450236767528,0.6646145696223712,0.29286089517031233
0.21610002111129123,0.8563623995957376,0.6041822591373308,0.6895075156459592,0.16663158344334117
0.12345217166976918,0.7395040853868251,0.7005132194861257,0.05464300805694511,0.27188606614674793
0.5584016378135163,0.4580800930805341,0.5150911077416935,0.4774367752601535,0.9692803416380077
0.002531786535874714,0.03246837591332863,0.32372252264925305,0.22232474770623278,0.06328823805091288
0.38371324776462123,0.906427257526758,0.8980361425572679,0.2520214355547644,0.5676450273270216
0.605560148187147,0.17074563449839641,0.4897700158659808,0.4177608679399477,0.8382516185803666
0.5524542204221227,0.5274660567144991,0.8605893065961386,0.4618876603109514,0.697820750170252
0.17522185666546708,0.7214211624632928,0.8630801834540486,0.8027893971399616,0.3738968174026299
0.28359912095241324,0.673822507156864,0.5897139380992318,0.8290291640146995,0.14243592774397384
0.7565384019023178,0.603674053482803,0.13903340705623746,0.8298260534261742,0.8292028738112754
0.3369183927623113,0.37894096830210466,0.3645102237631942,0.9085272276800727,0.3117665156184247
0.32076000872160537,0.2094895214532495,0.1997320089206185,0.4266364446497106,0.9563586156026744
0.1976640673572846,0.91600531996658,0.02915815045915382,0.128880310839401,0.6625492640853254
0.19149123548835967,0.36562076857687853,0.9514758918721418,0.5778482026461081,0.5229580751798985
0.47449393909198456,0.3236495974586405,0.31380372770494414,0.14534857306672488,0.9647148155991992
0.7431731886177089,0.20696440609853373,0.682794489163679,0.9041323154514673,0.693366623307434
0.2868937798719995,0.4690062173378424,0.8811530052710096,0.7753750397994444,0.3089719427343708
0.2062583150676246,0.802960891118376,0.14938214480946788,0.27651079156713765,0.9946563331200082
0.6433652006497894,0.11924548389987677,0.6129809098839194,0.4158375513838969,0.13311722967732764
0.7502847780462094,0.9959589135099435,0.758136891887812,0.9466789011911515,0.4682228214196086
0.2407830631714366,0.5339322153697464,0.7220627689853021,0.7918662469347578,0.8034576250785508
0.2509504338542783,0.4764600684628425,0.17198185396992405,0.19906825082191515,0.6810379535166811
0.3388930584952847,0.23735596620550903,0.9756505994051176,0.5093585228724391,0.2863262411361157
0.502323991232011,0.8422839260188706,0.6559991137454999,0.7273620087405211,0.7127696479684361
